hidden_size,num_layers,learning_rate,batch_size,dropout_rate,gpath,tangles,niareagansc
16,2,0.005,8,0.5,0.2039967000023625,0.2728776673185139,0.20459341927565494
16,2,0.005,8,0.6,0.24106380409270067,0.3223253856243328,0.2297827476709517
16,2,0.005,16,0.2,0.2271578156231011,0.28458422413208495,0.19396925807622564
16,2,0.005,16,0.4,0.2057935130074704,0.28174277428889155,0.2133283496420685
16,2,0.005,16,0.5,0.2168397892361517,0.3058756703052853,0.21400882253204284
16,2,0.005,16,0.6,0.2308673477326726,0.30112597754871673,0.22824368543124035
16,2,0.005,32,0.2,0.2228671838228969,0.2959378738338981,0.2062144484520075
16,2,0.005,32,0.4,0.22549346296386724,0.2915148949535115,0.21927523146927053
16,2,0.005,32,0.5,0.18721767653663823,0.2566804570988613,0.1836042786757064
16,2,0.005,32,0.6,0.215971815718647,0.302727520247248,0.2163238706638187
16,2,0.01,8,0.2,0.17634263289150592,0.24943720443445092,0.1901497423591302
16,2,0.01,8,0.4,0.21765374839520218,0.3030609944700073,0.20738379337680887
16,2,0.01,8,0.5,0.22228182072215646,0.2969319086302903,0.2224784915115822
16,2,0.01,8,0.6,0.22170727017853437,0.30125189087839743,0.20780415152404155
16,2,0.01,16,0.2,0.20128962961097993,0.28969759282948876,0.20653566721857533
16,2,0.01,16,0.4,0.2111566691131122,0.27581458304170103,0.215682767903649
16,2,0.01,16,0.5,0.23740550012903405,0.3092177224688627,0.23289047208626273
16,2,0.01,16,0.6,0.2326370492256215,0.3112408662876573,0.22319896432620562
16,2,0.01,32,0.2,0.20320578128212605,0.26031534525662103,0.21139685059818797
16,2,0.01,32,0.4,0.22495047250591757,0.31143186583654325,0.2109917120252096
16,2,0.01,32,0.5,0.21798596483862492,0.2979556902815988,0.21966797732842278
16,2,0.01,32,0.6,0.21569132623615891,0.27664818524275453,0.21399008643925507
16,3,0.001,8,0.2,0.20559356777044185,0.2797384288372372,0.17394108020564897
16,3,0.001,8,0.4,0.20212861334439963,0.28288508265330714,0.195337905450234
16,3,0.001,8,0.5,0.2002274820988535,0.2726148584348735,0.18542332180571175
16,3,0.001,8,0.6,0.20739509413844798,0.26942506931580723,0.18014663197935718
16,3,0.001,16,0.2,0.19171001020663275,0.2662337244340692,0.16607988451987563
16,3,0.001,16,0.4,0.19231845586455884,0.27910977133147896,0.17853371290457978
16,3,0.001,16,0.5,0.18856852136578267,0.274898762324829,0.17919308464013478
16,3,0.001,16,0.6,0.20453804791238256,0.27403409930240874,0.17973861966606147
16,3,0.001,32,0.2,0.1859135426264545,0.261852371075101,0.16673146201061936
16,3,0.001,32,0.4,0.1895241104615359,0.27137994955751943,0.1711945078544906
16,3,0.001,32,0.5,0.19235273642635142,0.27640574080546826,0.17519002929237887
16,3,0.001,32,0.6,0.18942063693130923,0.25061168942252515,0.16797813169250067
16,3,0.005,8,0.2,0.2330521827504895,0.3151037281578262,0.19913426959462907
16,3,0.005,8,0.4,0.184263691308231,0.288743868956625,0.19211306115640103
16,3,0.005,8,0.5,0.21643253135778168,0.289016264006346,0.21542543768703437
16,3,0.005,8,0.6,0.22400879037470642,0.2709783261104349,0.21586408656960385
16,3,0.005,16,0.2,0.22143993503745754,0.31279961501656584,0.18655844775435174
16,3,0.005,16,0.4,0.2029355120266035,0.2976483128219092,0.21119012852747346
16,3,0.005,16,0.5,0.20847667853840823,0.29800415608341124,0.20193947540411816
16,3,0.005,16,0.6,0.23087490099141625,0.29203853424987114,0.21802680919472067
16,3,0.005,32,0.2,0.18237615161965676,0.2566634734155448,0.16800660307492996
16,3,0.005,32,0.4,0.21710711446976588,0.2873302699930941,0.2040854642515956
16,3,0.005,32,0.5,0.21055231165823435,0.2870030214519959,0.19992347658601006
16,3,0.005,32,0.6,0.20883303013108495,0.2772003768848112,0.20242506267225685
16,3,0.01,8,0.2,0.221116878902623,0.3066690303138896,0.21172704278475457
16,3,0.01,8,0.4,0.23096205835676215,0.30597974453219834,0.21836156654842026
16,3,0.01,8,0.5,0.22891680249458363,0.2877995220583912,0.22070501900652176
16,3,0.01,8,0.6,0.2270755273998885,0.2982275715962562,0.21256257976278142
16,3,0.01,16,0.2,0.20834530845712837,0.30456121358190613,0.21208832125773389
16,3,0.01,16,0.4,0.21523296443116116,0.2950396310228674,0.21901551522987095
16,3,0.01,16,0.5,0.22468900863132343,0.3001098018119807,0.21372080285104117
16,3,0.01,16,0.6,0.17815001696869875,0.2674550133722392,0.1768789839028468
16,3,0.01,32,0.2,0.2074501037496186,0.29250191755314736,0.19720160847069523
16,3,0.01,32,0.4,0.2201207165906765,0.285171069793424,0.2009642177551144
16,3,0.01,32,0.5,0.22185007725693814,0.28490106192076825,0.2106663160408128
16,3,0.01,32,0.6,0.22943547423279612,0.29233579152851136,0.20911364016394804
16,4,0.001,8,0.2,0.18863848892161822,0.28258030013655994,0.18207714846187
16,4,0.001,8,0.4,0.18353612408345593,0.2624631712136082,0.17591520077192885
16,4,0.001,8,0.5,0.1819160620121393,0.254257422838542,0.17614960683723482
16,4,0.001,8,0.6,0.1780409719492269,0.23259661933054013,0.16642410226570423
16,4,0.001,16,0.2,0.18841844727330603,0.27852959857318865,0.19722945360283092
16,4,0.001,16,0.4,0.17433632099998858,0.22947949878139232,0.16975252044734995
16,4,0.001,16,0.5,0.17678876377026936,0.24376915642732225,0.16984458574687
16,4,0.001,16,0.6,0.15501613118226343,0.22409727935941176,0.16111989920116648
16,4,0.001,32,0.2,0.17926757400984691,0.2675011387708699,0.17263770814443974
16,4,0.001,32,0.4,0.17443146299709525,0.25580043994559337,0.1767497569911929
16,4,0.001,32,0.5,0.17120479086524498,0.23991855430299217,0.16597417659411864
16,4,0.001,32,0.6,0.15773744671061546,0.21973977711986842,0.1488898310849936
16,4,0.005,8,0.2,0.22839111668526493,0.28501850855629424,0.21221341206803354
16,4,0.005,8,0.4,0.20961644484293523,0.28438780696328114,0.22098102697770017
16,4,0.005,8,0.5,0.1981019990390282,0.2845860428639077,0.20794935354184235
16,4,0.005,8,0.6,0.20966403009784645,0.28266201138808134,0.20746607155485658
16,4,0.005,16,0.2,0.20851691559526248,0.29411999143892953,0.19856143041072963
16,4,0.005,16,0.4,0.22977745812173872,0.3006679087983184,0.22112823867426376
16,4,0.005,16,0.5,0.2141287363123551,0.2962791418717101,0.2156778617701025
16,4,0.005,16,0.6,0.20080656989901477,0.25847430091587603,0.2050261327827875
16,4,0.005,32,0.2,0.2115602505997341,0.28439531045634225,0.2132002376550785
16,4,0.005,32,0.4,0.18927250990167552,0.2642177600157163,0.1911393114247104
16,4,0.005,32,0.5,0.21361150365616685,0.27325887675642085,0.21315144145141307
16,4,0.005,32,0.6,0.21845725035105631,0.28014380453893556,0.19550798788685989
16,4,0.01,8,0.2,0.22768724243071423,0.2952508763450759,0.22717870603385198
16,4,0.01,8,0.4,0.19744872628712365,0.2495561146852212,0.19295190620445374
16,4,0.01,8,0.5,0.2099244480941033,0.2584711563158185,0.1980784684280567
16,4,0.01,8,0.6,0.19324417304616634,0.2163962957285698,0.18267005864508268
16,4,0.01,16,0.2,0.24453135325793163,0.29815742384525795,0.2333604017340246
16,4,0.01,16,0.4,0.22290874133659483,0.3000653759682715,0.2122633020811165
16,4,0.01,16,0.5,0.22919483049209305,0.29318170659702975,0.2195692518057027
16,4,0.01,16,0.6,0.21674407188006078,0.2663013746518179,0.21243263576787214
16,4,0.01,32,0.2,0.2256959131193632,0.3014965580721019,0.20051152761857932
16,4,0.01,32,0.4,0.21946012050939673,0.2964488595011029,0.2139210431899421
16,4,0.01,32,0.5,0.2243043291598336,0.2948793614432378,0.22181274719545235
16,4,0.01,32,0.6,0.21241199214860856,0.2904627452140903,0.21411351603043868
